Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Trading name,Business address,Number of patrons,Longitude,Latitude,location
2022,25,101789,101789,252-254 Flinders Lane MELBOURNE VIC 3000,Melbourne (CBD),Lustre Bar,4A Centre Place MELBOURNE VIC 3000,85,144.96559654045,-37.81660289619204,"-37.81660289619204, 144.96559654045"
2022,26,102073,102073,141-165 Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Dessous,Basement 164 Flinders Lane MELBOURNE VIC 3000,161,144.96876152725,-37.81545151804356,"-37.81545151804356, 144.96876152725"
2022,54,104653,104653,21-25 Hardware Lane MELBOURNE VIC 3000,Melbourne (CBD),Campari House,21-25 Hardware Lane MELBOURNE VIC 3000,326,144.96131410750897,-37.81409145355,"-37.81409145355, 144.96131410750897"
2022,61,105716,105716,597-603 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),The Melbourne Mens Gallery,597-603 Lonsdale Street MELBOURNE VIC 3000,675,144.95449168755,-37.814945781196954,"-37.814945781196954, 144.95449168755"
2022,61,105858,105858,590-592 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Holey Moley Golf Club,590-592 Little Bourke Street MELBOURNE VIC 3000,700,144.95469881445,-37.81533849869275,"-37.81533849869275, 144.95469881445"
2022,66,109392,109392,Curtin House 248-258 Swanston Street MELBOURNE VIC 3000,Melbourne (CBD),Rooftop Bar,"Unit S15, Level 7 252 Swanston Street MELBOURNE VIC 3000",200,144.965271426409,-37.81199286335,"-37.81199286335, 144.965271426409"
2022,613,595153,109643,The Brew Tower 166 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Life's Too Short Bar,"Shop 3, 166 Albert Street EAST MELBOURNE VIC 3002",40,144.9856242136076,-37.81004733425,"-37.81004733425, 144.9856242136076"
2022,724,106798,106798,557 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),Ormond Collective,"17 Moubray Street, MELBOURNE VIC 3004",350,144.9815191454286,-37.84746944815,"-37.84746944815, 144.9815191454286"
2022,730,110401,110401,334-342 City Road SOUTHBANK VIC 3006,Southbank,Urban Central Accommodation,Pt Ground & Levels 1-5 334-342 City Road SOUTHBANK VIC 3006,290,144.9573512903071,-37.8278377219,"-37.8278377219, 144.9573512903071"
2022,753,598987,598987,Evan Walker Bridge SOUTHBANK VIC 3006,Southbank,Ponyfish Island,Kiosk Evan Walker Bridge SOUTHBANK VIC 3006,150,144.9650647071,-37.81983222936279,"-37.81983222936279, 144.9650647071"
2022,1105,628712,628712,717-731 Collins Street DOCKLANDS VIC 3008,Docklands,Bar Nacional,"Tenancy 47, Ground 727 Collins Street DOCKLANDS VIC 3008",75,144.95011811232098,-37.82070279135,"-37.82070279135, 144.95011811232098"
2023,14,101099,101099,16-26 Bond Street MELBOURNE VIC 3000,Melbourne (CBD),Bond Bar,Ground 20-24 Bond Street MELBOURNE VIC 3000,500,144.9630578698032,-37.81814585805,"-37.81814585805, 144.9630578698032"
2023,33,105937,105937,435-443 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Civico 23,23 Bank Place MELBOURNE VIC 3000,80,144.96009729851846,-37.816395712,"-37.816395712, 144.96009729851846"
2023,46,101136,101136,231-233 Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Comedy Republic,Level 1-2 231 Bourke Street MELBOURNE VIC 3000,150,144.9668412273,-37.81343594634778,"-37.81343594634778, 144.9668412273"
2023,46,105964,105964,188-194 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Gin Palace,10 Russell Place MELBOURNE VIC 3000,150,144.9675811687,-37.81390744936704,"-37.81390744936704, 144.9675811687"
2023,46,108536,108536,115-127 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),The Crafty Squire,115-127 Russell Street MELBOURNE VIC 3000,414,144.96815337114998,-37.81368233014109,"-37.81368233014109, 144.96815337114998"
2023,46,111394,111394,UB1 Little Hero Apartments 16-30 Russell Place MELBOURNE VIC 3000,Melbourne (CBD),Bar Ampere,16 Russell Place MELBOURNE VIC 3000,60,144.9674365318,-37.813539026856645,"-37.813539026856645, 144.9674365318"
2023,48,105968,105968,62-66 Little Collins Street MELBOURNE VIC 3000,Melbourne (CBD),Magic Mountain Saloon,62-66 Little Collins Street MELBOURNE VIC 3000,285,144.971441857,-37.81280974337804,"-37.81280974337804, 144.971441857"
2023,56,108538,108538,163-169 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Sky Lounge KTV,Level 1 163-165 Russell Street MELBOURNE VIC 3000,300,144.9676472887188,-37.8124662829,"-37.8124662829, 144.9676472887188"
2023,58,105829,105829,37-41 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Juliet Melbourne,Basement 37-41 Little Bourke Street MELBOURNE VIC 3000,100,144.97150588717997,-37.810836007199995,"-37.810836007199995, 144.97150588717997"
2023,66,105878,105878,242-244 Little Bourke Street MELBOURNE VIC 3000,Melbourne (CBD),Shanghai Club,"Unit 1, Ground 242 Little Bourke Street MELBOURNE VIC 3000",209,144.96558664045,-37.81209405621503,"-37.81209405621503, 144.96558664045"
2023,77,105757,105755,Sexton's Cottage Wesley Uniting Church 139-141 Little Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Caretakers Cottage,Ground Sexton's Cottage Wesley Uniting Church 139-141 Little Lonsdale Street MELBOURNE VIC 3000,50,144.96817418196383,-37.80994367235,"-37.80994367235, 144.96817418196383"
2023,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),B Lucky and Sons,"Shop 307, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",200,144.96283887063584,-37.8109017475,"-37.8109017475, 144.96283887063584"
2023,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Diesel Bar,202 Little Lonsdale Street MELBOURNE VIC 3000,375,144.96283887063584,-37.8109017475,"-37.8109017475, 144.96283887063584"
2023,85,105746,105746,Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Melbourne Central Lion Hotel,"Shop 303, Level 3 300 Lonsdale Street MELBOURNE VIC 3000",550,144.96283887063584,-37.8109017475,"-37.8109017475, 144.96283887063584"
2023,85,105748,105748,268-270 Lonsdale Street MELBOURNE VIC 3000,Melbourne (CBD),Her Rooftop,Level 4 270 Lonsdale Street MELBOURNE VIC 3000,120,144.96414510925,-37.81148566819091,"-37.81148566819091, 144.96414510925"
2023,97,105493,105493,52 La Trobe Street MELBOURNE VIC 3000,Melbourne (CBD),Karaoke Box Hit Studio,52 La Trobe Street MELBOURNE VIC 3000,300,144.96724634790002,-37.80828526461921,"-37.80828526461921, 144.96724634790002"
2023,107,108561,108561,380-388 Russell Street MELBOURNE VIC 3000,Melbourne (CBD),Pachanga,Part Ground 380 Russell Street MELBOURNE VIC 3000,170,144.96610530439278,-37.80749393235,"-37.80749393235, 144.96610530439278"
2023,255,101593,101593,Lincoln Hotel 91-95 Cardigan Street CARLTON VIC 3053,Carlton,Hotel Lincoln,Lincoln Hotel 91 Cardigan Street CARLTON VIC 3053,154,144.96450570186147,-37.8044853162,"-37.8044853162, 144.96450570186147"
2023,357,109822,109822,368 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,Prudence Bar,368 Victoria Street NORTH MELBOURNE VIC 3051,80,144.95405415829998,-37.80543435891152,"-37.80543435891152, 144.95405415829998"
2023,508,100820,100820,38-44 Barrett Street KENSINGTON VIC 3031,Kensington,Henry Street Brewhouse,"Unit 5, 38 Barrett Street KENSINGTON VIC 3031",75,144.93431731836228,-37.7981034066,"-37.7981034066, 144.93431731836228"
2023,804,110542,110484,South Wharf Retail 20-30 Convention Centre Place SOUTH WHARF VIC 3006,Southbank,Tessie Pearl Hotel,Shop TG05 31 Dukes Walk SOUTH WHARF VIC 3006,150,144.95231929429832,-37.8254299844,"-37.8254299844, 144.95231929429832"
2023,815,110389,110389,256-258 City Road SOUTHBANK VIC 3006,Southbank,The Green Room,262 City Road SOUTHBANK VIC 3006,100,144.95949664282836,-37.8259159307,"-37.8259159307, 144.95949664282836"
2023,861,102503,102503,161-173 Domain Road SOUTH YARRA VIC 3141,South Yarra,Botanical Hotel,169 Domain Road SOUTH YARRA VIC 3141,245,144.98169999186757,-37.83431689295,"-37.83431689295, 144.98169999186757"
2023,1103,558180,558180,Marvel Stadium 122-148 Harbour Esplanade DOCKLANDS VIC 3008,Docklands,Melbourne Stadiums Limited,Marvel Stadium 740 Bourke Street DOCKLANDS VIC 3008,5000,144.94756023478496,-37.8167419748,"-37.8167419748, 144.94756023478496"
2002,14,103951,103951,341-347 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Bull And Bear Tavern,347 Flinders Lane MELBOURNE 3000,200,144.96304046635782,-37.81782473321002,"-37.81782473321002, 144.96304046635782"
2002,15,109257,109257,1-7 Swanston Street MELBOURNE 3000,Melbourne (CBD),Young & Jackson,1-7 Swanston Street MELBOURNE 3000,450,144.96703233636947,-37.817357255280335,"-37.817357255280335, 144.96703233636947"
2002,16,104018,104018,172-192 Flinders Street MELBOURNE 3000,Melbourne (CBD),Purple Emerald,"Ground , 191 Flinders Street MELBOURNE 3000",100,144.96857255170303,-37.816603996175985,"-37.816603996175985, 144.96857255170303"
2002,34,110669,110668,353 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Grosvenor Tavern,"Basement , 25 Little Collins Street MELBOURNE 3000",230,144.96298728750682,-37.8159139413133,"-37.8159139413133, 144.96298728750682"
2002,87,106057,106057,106 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),Troika Bar,106 Little Lonsdale Street MELBOURNE 3000,60,144.9685990930347,-37.8091527973733,"-37.8091527973733, 144.9685990930347"
2002,131,108844,108844,1-5 Spencer Street DOCKLANDS 3005,Docklands,Holiday Inn Melbourne,1 Spencer Street DOCKLANDS 3005,130,144.9551020463571,-37.82272095673378,"-37.82272095673378, 144.9551020463571"
2002,214,106186,106186,414-422 Lygon Street CARLTON 3053,Carlton,Percys Bar & Bistro,414 Lygon Street CARLTON 3053,120,144.96782181585178,-37.79694678651363,"-37.79694678651363, 144.96782181585178"
2002,267,106251,106251,66-88 Lygon Street CARLTON 3053,Carlton,Lagers On Lygon,"Part Ground 0, 66-0 Lygon Street CARLTON 3053",80,144.9665840839516,-37.80530454659966,"-37.80530454659966, 144.9665840839516"
2002,347,110920,110920,161-163 Errol Street NORTH MELBOURNE 3051,North Melbourne,Limerick Castle Hotel & Restaurant,161 Errol Street NORTH MELBOURNE 3051,175,144.9496475098828,-37.80115938855124,"-37.80115938855124, 144.9496475098828"
2002,375,103810,103810,5-17 Flemington Road NORTH MELBOURNE 3051,North Melbourne,The Chifley On Flemington,5 Flemington Road NORTH MELBOURNE 3051,230,144.9558564154721,-37.80143739836392,"-37.80143739836392, 144.9558564154721"
2002,435,107481,107481,65-67 Peel Street WEST MELBOURNE 3003,West Melbourne (Residential),Loki Bar,65 Peel Street WEST MELBOURNE 3003,140,144.95550681833367,-37.806669084113175,"-37.806669084113175, 144.95550681833367"
2002,710,108617,108617,375-385 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Royce On St Kilda Road,375 St Kilda Road MELBOURNE 3004,120,144.97555072266726,-37.83508390239305,"-37.83508390239305, 144.97555072266726"
2003,17,103925,103925,121-123 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Velour,"Unit 1, Gnd & Bmt , 121 Flinders Lane MELBOURNE 3000",350,144.97052296371248,-37.815673646380745,"-37.815673646380745, 144.97052296371248"
2003,23,102098,102098,415-417 Collins Street MELBOURNE 3000,Melbourne (CBD),The Sherlock Holmes Inn,"Basement , 415 Collins Street MELBOURNE 3000",70,144.96087779728322,-37.81747078995886,"-37.81747078995886, 144.96087779728322"
2003,33,105937,105937,435-443 Little Collins Street MELBOURNE 3000,Melbourne (CBD),The Kitchen Restaurant,"LwrGround , 25 Little Collins Street MELBOURNE 3000",200,144.96010676156988,-37.816397070511165,"-37.816397070511165, 144.96010676156988"
2003,46,108536,108536,115-127 Russell Street MELBOURNE 3000,Melbourne (CBD),Portland Hotel,115-127 Russell Street MELBOURNE 3000,414,144.96820916980602,-37.81366507657,"-37.81366507657, 144.96820916980602"
2003,48,101109,101109,39-43 Bourke Street MELBOURNE 3000,Melbourne (CBD),Spleen Central,41 Bourke Street MELBOURNE 3000,100,144.9720552011901,-37.81193701505745,"-37.81193701505745, 144.9720552011901"
2003,48,108983,108983,103-137 Spring Street MELBOURNE 3000,Melbourne (CBD),Hard Rock Cafe,1 Spring Street MELBOURNE 3000,500,144.9729329718854,-37.811995901555065,"-37.811995901555065, 144.9729329718854"
2003,56,108538,108538,163-169 Russell Street MELBOURNE 3000,Melbourne (CBD),Altitude,"Floor 1, 163-165 Russell Street MELBOURNE 3000",300,144.96764135349753,-37.81247212005729,"-37.81247212005729, 144.96764135349753"
2003,57,101216,101216,21-25 Croft Alley MELBOURNE 3000,Melbourne (CBD),The Croft Institute,21-25 Croft Alley MELBOURNE 3000,250,144.9690969005816,-37.812064674892135,"-37.812064674892135, 144.9690969005816"
2003,67,103605,103605,231-233 Exhibition Street MELBOURNE 3000,Melbourne (CBD),The Sen Bar,231-233 Exhibition Street MELBOURNE 3000,120,144.96952230092296,-37.810509029672616,"-37.810509029672616, 144.96952230092296"
2003,67,108581,108581,226-236 Russell Street MELBOURNE 3000,Melbourne (CBD),Mai Tai Restaurant,Part 234 Russell Street MELBOURNE 3000,170,144.9676532556974,-37.8109838040537,"-37.8109838040537, 144.9676532556974"
2003,362,109843,109843,232-238 Victoria Street MELBOURNE 3000,North Melbourne,The Public Bar Hotel,238 Victoria Street MELBOURNE 3000,180,144.9585968320725,-37.80593464473581,"-37.80593464473581, 144.9585968320725"
2003,377,102236,102236,56-58 Courtney Street NORTH MELBOURNE 3051,North Melbourne,The Castle Hotel,56-58 Courtney Street NORTH MELBOURNE 3051,317,144.95304334746442,-37.800899770504216,"-37.800899770504216, 144.95304334746442"
2003,378,103818,103818,75-79 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Redback Brewery Hotel,"Part Gnd & Flr1 , 75-79 Flemington Road NORTH MELBOURNE 3051",650,144.95335716198912,-37.79895204865818,"-37.79895204865818, 144.95335716198912"
2003,618,109993,109993,178-226 Wellington Parade EAST MELBOURNE 3002,East Melbourne,MCG Worx,180 Wellington Parade EAST MELBOURNE 3002,144,144.98350791701154,-37.81582439332249,"-37.81582439332249, 144.98350791701154"
2003,618,109993,109993,178-226 Wellington Parade EAST MELBOURNE 3002,East Melbourne,Hilton Hotels of Australia (Melbourne) Pty Ltd,178-226 Wellington Parade EAST MELBOURNE 3002,200,144.98350791701154,-37.81582439332249,"-37.81582439332249, 144.98350791701154"
2004,6,578324,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Transport,"Tenancy 29, 2 Swanston Street MELBOURNE 3000",830,144.96995165649258,-37.817778861627275,"-37.817778861627275, 144.96995165649258"
2004,11,108971,108971,561-585 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Holiday Inn On Flinders Melbourne,561-585 Flinders Lane MELBOURNE 3000,100,144.95511371743692,-37.820201437795866,"-37.820201437795866, 144.95511371743692"
2004,17,587492,103921,91-93 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Returned & Services League - Melbourne Sub-branch,91-0 Flinders Lane MELBOURNE 3000,90,144.97122719454467,-37.815414152739145,"-37.815414152739145, 144.97122719454467"
2004,46,105964,105964,188-194 Little Collins Street MELBOURNE 3000,Melbourne (CBD),Gin Palace,10 Little Collins Street MELBOURNE 3000,150,144.9675905726475,-37.813908781055495,"-37.813908781055495, 144.9675905726475"
2004,48,101113,101113,59-63 Bourke Street MELBOURNE 3000,Melbourne (CBD),Asuka Restaurant,"Floor 2, 59-63 Bourke Street MELBOURNE 3000",150,144.9715671149721,-37.81210760937187,"-37.81210760937187, 144.9715671149721"
2004,76,105749,105749,278-300 Swanston Street MELBOURNE 3000,Melbourne (CBD),Three Degrees,1-7 Swanston Street MELBOURNE 3000,457,144.96573447495646,-37.8106799743433,"-37.8106799743433, 144.96573447495646"
2004,78,103618,103618,242-284 Exhibition Street MELBOURNE 3000,Melbourne (CBD),Coopers Inn,"Shop 1, 242-284 Exhibition Street MELBOURNE 3000",400,144.96998500471204,-37.809416385753934,"-37.809416385753934, 144.96998500471204"
2004,84,103207,103207,315-321 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Tabaret At Melbourne Central,315-321 Elizabeth Street MELBOURNE 3000,250,144.96148178405576,-37.81125084399573,"-37.81125084399573, 144.96148178405576"
2004,227,576967,576967,184 Rathdowne Street CARLTON 3053,Carlton,Rathdowne Tavern,184 Rathdowne Street CARLTON 3053,248,144.9712397941015,-37.7947671021019,"-37.7947671021019, 144.9712397941015"
2004,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,INU Bar & Restuarant,"Building 130, Part Ground , 156-292 Grattan Street PARKVILLE 3010",200,144.9611927667791,-37.796776921155825,"-37.796776921155825, 144.9611927667791"
2004,710,108617,108617,375-385 St Kilda Road MELBOURNE 3004,Melbourne (Remainder),Royce On St Kilda Road,375-385 St Kilda Road MELBOURNE 3004,120,144.97555072266726,-37.83508390239305,"-37.83508390239305, 144.97555072266726"
2004,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,Saturne,"Shop 12, Ground , 3 Southgate Avenue SOUTHBANK 3006",100,144.9663374737802,-37.82071954088171,"-37.82071954088171, 144.9663374737802"
2005,6,578327,573333,2 Swanston Street MELBOURNE 3000,Melbourne (CBD),Zinc at Federation Square,"Tenancy 18, 2 Swanston Street MELBOURNE 3000",1000,144.96995165649258,-37.817778861627275,"-37.817778861627275, 144.96995165649258"
2005,13,106435,106435,21-31 Market Street MELBOURNE 3000,Melbourne (CBD),The Trust Bar,"Unit 1, 29-0 Market Street MELBOURNE 3000",100,144.96042989133713,-37.818646932212395,"-37.818646932212395, 144.96042989133713"
2005,15,103944,103944,277-279 Flinders Lane MELBOURNE 3000,Melbourne (CBD),De Biers,"Unit 1, Basement , 277 Flinders Lane MELBOURNE 3000",400,144.96530699086,-37.81724194023457,"-37.81724194023457, 144.96530699086"
2005,17,103925,103925,121-123 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Velour,"Unit 1, Gnd & Bmt , 121 Flinders Lane MELBOURNE 3000",350,144.97052296371248,-37.815673646380745,"-37.815673646380745, 144.97052296371248"
2005,43,101152,101152,457-471 Bourke Street MELBOURNE 3000,Melbourne (CBD),Madisons Restaurant Bar Lounge,"Part Ground , 461 Bourke Street MELBOURNE 3000",280,144.96018234285577,-37.8154932912598,"-37.8154932912598, 144.96018234285577"
2005,58,105657,105657,21 Liverpool Street MELBOURNE 3000,Melbourne (CBD),Double Happiness Bar,21 Liverpool Street MELBOURNE 3000,50,144.97127400479184,-37.81118230548321,"-37.81118230548321, 144.97127400479184"
2005,74,106017,106017,391-393 Little Lonsdale Street MELBOURNE 3000,Melbourne (CBD),The Melbourne Room,"Level 1, 391 Little Lonsdale Street MELBOURNE 3000",175,144.9603507674639,-37.8118754125278,"-37.8118754125278, 144.9603507674639"
2005,74,108103,108103,244-250 Queen Street MELBOURNE 3000,Melbourne (CBD),Shamiana,"Basement , 420 Queen Street MELBOURNE 3000",200,144.95997325483188,-37.81269129570416,"-37.81269129570416, 144.95997325483188"
2005,84,105449,105449,293-299 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Duke of Kent Hotel,293-299 La Trobe Street MELBOURNE 3000,200,144.9605182551698,-37.81081585737349,"-37.81081585737349, 144.9605182551698"
2005,115,103293,103293,502-504 Elizabeth Street MELBOURNE 3000,Melbourne (CBD),Stork Hotel,502-504 Elizabeth Street MELBOURNE 3000,180,144.9602753362627,-37.80718226960321,"-37.80718226960321, 144.9602753362627"
2005,217,103102,103102,171-175 Elgin Street CARLTON 3053,Carlton,Pugg Mahones,171-175 Elgin Street CARLTON 3053,500,144.96871691208585,-37.797507504118016,"-37.797507504118016, 144.96871691208585"
2005,218,106215,106215,298 Lygon Street CARLTON 3053,Carlton,Carlton Yacht Club Bar,298 Lygon Street CARLTON 3053,60,144.96738573527062,-37.79998724727436,"-37.79998724727436, 144.96738573527062"
2005,218,106222,106222,270-276 Lygon Street CARLTON 3053,Carlton,University Hotel,"Part Ground , 272 Lygon Street CARLTON 3053",111,144.9672535310201,-37.8005282520571,"-37.8005282520571, 144.9672535310201"
2005,270,104468,104468,156-292 Grattan Street PARKVILLE 3010,Parkville,University House,"Building 112, Gnd & Flr1 , 156-292 Grattan Street PARKVILLE 3010",611,144.9611927667791,-37.796776921155825,"-37.796776921155825, 144.9611927667791"
2005,807,108054,108054,40-56 Queens Bridge Street SOUTHBANK 3006,Southbank,Crown Promenade Hotel,40-56 Queens Bridge Street SOUTHBANK 3006,150,144.96002875563994,-37.82398207347474,"-37.82398207347474, 144.96002875563994"
2005,859,109512,109512,146W-150W Toorak Road SOUTH YARRA 3141,South Yarra,United Kingdom Settlers Association,"Front Floor 1, 146W Toorak Road SOUTH YARRA 3141",100,144.9843804943388,-37.83764654440955,"-37.83764654440955, 144.9843804943388"
2006,11,103984,103984,566-580 Flinders Street MELBOURNE 3000,Melbourne (CBD),All Nations Bar,8 Flinders Street MELBOURNE 3000,100,144.95534589300536,-37.82071265823093,"-37.82071265823093, 144.95534589300536"
2006,15,109257,109257,1-7 Swanston Street MELBOURNE 3000,Melbourne (CBD),Young & Jackson,1-7 Swanston Street MELBOURNE 3000,470,144.96703233636947,-37.817357255280335,"-37.817357255280335, 144.96703233636947"
2006,17,103924,103924,107-109 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Bisq Cafeteria,"Unit 1, Bmt & Gnd , 107 Flinders Lane MELBOURNE 3000",200,144.97084378379822,-37.81560786996647,"-37.81560786996647, 144.97084378379822"
2006,23,102098,102098,415-417 Collins Street MELBOURNE 3000,Melbourne (CBD),The Sherlock Holmes Inn,"Basement , 415 Collins Street MELBOURNE 3000",70,144.96087779728322,-37.81747078995886,"-37.81747078995886, 144.96087779728322"
2006,25,101789,101789,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Hell's Kitchen,"Mezzanine , 20A Flinders Lane MELBOURNE 3000",55,144.96560596517924,-37.816604228128824,"-37.816604228128824, 144.96560596517924"
2006,25,101789,101789,252-254 Flinders Lane MELBOURNE 3000,Melbourne (CBD),Red Rhythm,"Mezzanine 0, 12B-0 Flinders Lane MELBOURNE 3000",30,144.96560596517924,-37.816604228128824,"-37.816604228128824, 144.96560596517924"
2006,33,105933,105933,425-427 Little Collins Street MELBOURNE 3000,Melbourne (CBD),The Irish Times,"Ground , 427 Little Collins Street MELBOURNE 3000",170,144.9605449167531,-37.816255721754686,"-37.816255721754686, 144.9605449167531"
2006,35,102141,102141,280-292 Collins Street MELBOURNE 3000,Melbourne (CBD),The Charles Dickens Tavern,"Basement , 290 Collins Street MELBOURNE 3000",450,144.96457927162226,-37.81563097004982,"-37.81563097004982, 144.96457927162226"
2006,46,108536,108536,115-127 Russell Street MELBOURNE 3000,Melbourne (CBD),Portland Hotel,115-127 Russell Street MELBOURNE 3000,414,144.96820916980602,-37.81366507657,"-37.81366507657, 144.96820916980602"
2006,48,103626,103626,114-122 Exhibition Street MELBOURNE 3000,Melbourne (CBD),European Bier Cafe,114-122 Exhibition Street MELBOURNE 3000,550,144.97120634225683,-37.812863622933634,"-37.812863622933634, 144.97120634225683"
2006,48,503031,503031,19-23 Meyers Place MELBOURNE 3000,Melbourne (CBD),Loop 23,"Ground , 19-23 Meyers Place MELBOURNE 3000",150,144.97211413742826,-37.812154565534186,"-37.812154565534186, 144.97211413742826"
2006,56,108538,108538,163-169 Russell Street MELBOURNE 3000,Melbourne (CBD),Altitude,"Floor 1, 163-165 Russell Street MELBOURNE 3000",300,144.96764135349753,-37.81247212005729,"-37.81247212005729, 144.96764135349753"
2006,57,101216,101216,21-25 Croft Alley MELBOURNE 3000,Melbourne (CBD),The Croft Institute,21-25 Croft Alley MELBOURNE 3000,250,144.9690969005816,-37.812064674892135,"-37.812064674892135, 144.9690969005816"
2006,58,101238,101238,2-8 Bourke Street MELBOURNE 3000,Melbourne (CBD),Imperial Hotel,2-8 Bourke Street MELBOURNE 3000,300,144.9726850103448,-37.81120210869503,"-37.81120210869503, 144.9726850103448"
2006,64,104376,104376,14-20 Goldie Place MELBOURNE 3000,Melbourne (CBD),Word Events,14-20 Goldie Place MELBOURNE 3000,200,144.96074103693925,-37.81328770989657,"-37.81328770989657, 144.96074103693925"
2006,66,105878,105878,242-244 Little Bourke Street MELBOURNE 3000,Melbourne (CBD),Shanghai Club,"Unit 1, Ground , 242 Little Bourke Street MELBOURNE 3000",209,144.96559605764534,-37.812095402548465,"-37.812095402548465, 144.96559605764534"
2006,66,108550,108550,213-217 Russell Street MELBOURNE 3000,Melbourne (CBD),Enka Karaoke Bar,"Part Floor 1, 217 Russell Street MELBOURNE 3000",80,144.96724567257206,-37.81156282279264,"-37.81156282279264, 144.96724567257206"
2006,67,102199,102199,16-20 Corrs Lane MELBOURNE 3000,Melbourne (CBD),Eurotrash Cafeteria & Bar,16-20 Corrs Lane MELBOURNE 3000,520,144.9683947299285,-37.81113066594355,"-37.81113066594355, 144.9683947299285"
2006,84,105449,105449,293-299 La Trobe Street MELBOURNE 3000,Melbourne (CBD),Duke of Kent Hotel,293-299 La Trobe Street MELBOURNE 3000,200,144.9605182551698,-37.81081585737349,"-37.81081585737349, 144.9605182551698"
2006,85,102597,102597,2-20 Drewery Place MELBOURNE 3000,Melbourne (CBD),Baroq House,"Gnd & Bmt , 9-13 Drewery Place MELBOURNE 3000",303,144.96397969116956,-37.811304482155336,"-37.811304482155336, 144.96397969116956"
2006,87,101023,101023,25 Bennetts Lane MELBOURNE 3000,Melbourne (CBD),Bennetts Lane Jazz Club,25 Bennetts Lane MELBOURNE 3000,300,144.9675664368846,-37.80889326950825,"-37.80889326950825, 144.9675664368846"
2006,105,109317,109317,427-433 Swanston Street MELBOURNE 3000,Melbourne (CBD),The Oxford Scholar Hotel,427-433 Swanston Street MELBOURNE 3000,486,144.96293756796908,-37.80846017511618,"-37.80846017511618, 144.96293756796908"
2006,218,106222,106222,270-276 Lygon Street CARLTON 3053,Carlton,University Hotel,"Part Ground , 272 Lygon Street CARLTON 3053",111,144.9672535310201,-37.8005282520571,"-37.8005282520571, 144.9672535310201"
2006,327,102352,102352,171-173 Curzon Street NORTH MELBOURNE 3051,North Melbourne,Albion Hotel,171-173 Curzon Street NORTH MELBOURNE 3051,150,144.9485601867388,-37.79890018784259,"-37.79890018784259, 144.9485601867388"
2006,361,109842,109842,240-248 Victoria Street NORTH MELBOURNE 3051,North Melbourne,Central Club Hotel,240-248 Victoria Street NORTH MELBOURNE 3051,150,144.95813211197202,-37.8059126341164,"-37.8059126341164, 144.95813211197202"
2006,378,103818,103818,75-79 Flemington Road NORTH MELBOURNE 3051,North Melbourne,Redback Brewery Hotel,75 Flemington Road NORTH MELBOURNE 3051,650,144.95335716198912,-37.79895204865818,"-37.79895204865818, 144.95335716198912"
2006,658,110266,110266,Brunton Avenue JOLIMONT 3002,East Melbourne,Spotless Services,Part  Brunton Avenue JOLIMONT 3002,2545,144.98319738818486,-37.82000821319277,"-37.82000821319277, 144.98319738818486"
2006,753,110606,110380,3 Southgate Avenue SOUTHBANK 3006,Southbank,Bear Brass,"Shop 3, Ground , 3 Southgate Avenue SOUTHBANK 3006",200,144.96631253645785,-37.82071954088171,"-37.82071954088171, 144.96631253645785"
